address,area,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year,property_type,property_feature,lat,lng
"220/54/1A, Phường Tân Hòa, TP Hồ Chí Minh",38.0,,,,4.0,3.0,Have certificate,Basic,8.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7728361,106.6510817
"Đường số 12, Phường Bình Hưng Hòa, TP Hồ Chí Minh",80.0,,,5.0,6.0,5.0,Have certificate,,8.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7804689,106.6144127
"Đường số 10, Phường Hiệp Bình, TP Hồ Chí Minh",80.0,,,,4.0,,,,4.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8487915,106.7237064
"Đường Võ Văn Kiệt, Phường Bình Tiên, TP Hồ Chí Minh",78.0,,,,3.0,3.0,Have certificate,,7.4,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7380119,106.6401977
"duong số 8, Phường Linh Xuân, TP Hồ Chí Minh",52.0,,,,2.0,,Have certificate,,4.3,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8556547,106.7716747
"Đường Gò Dầu, Phường Tân Sơn Nhì, TP Hồ Chí Minh",106.0,,,,2.0,2.0,Have certificate,Basic,6.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7960036,106.6171504
"Đường Phạm Văn Chí, Phường Bình Tiên, TP Hồ Chí Minh",46.0,,,,4.0,3.0,Have certificate,,5.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7451822,106.6478843
"Đường Bùi Đình Tuý, Phường Bình Thạnh, TP Hồ Chí Minh",72.0,Đông Nam,,2.0,3.0,3.0,Have certificate,Basic,7.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8069448,106.7036813
"Đường Quốc lộ 13, Phường Hiệp Bình, TP Hồ Chí Minh",90.0,,,,4.0,,Have certificate,,5.9,2026,Nhà phố liền kề,Hẻm xe hơi,10.8411146,106.7168738
"Đường Linh Đông, Phường Hiệp Bình, TP Hồ Chí Minh",100.0,,,,4.0,,Have certificate,,6.3,2026,Nhà phố liền kề,Hẻm xe hơi,10.8587331,106.7450367
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",87.0,,,1.0,3.0,2.0,Have certificate,,4.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8336231,106.7834125
"Đường Thiên Phước, Phường Tân Hòa, TP Hồ Chí Minh",140.0,,,,7.0,,Have certificate,,11.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7777159,106.654689
"Đường Nguyễn Hiền, Phường Bàn Cờ, TP Hồ Chí Minh",35.0,,,4.0,3.0,3.0,Have certificate,Basic,8.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7718752,106.6854701
"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",60.0,Đông Bắc,,4.0,5.0,5.0,Have certificate,Full,7.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7989985,106.7123444
"Đường số 30, Phường An Nhơn, TP Hồ Chí Minh",65.0,Tây Nam,,5.0,4.0,4.0,Have certificate,Full,9.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8447837,106.6783869
"Đất Mới , Phường Bình Trị Đông, TP Hồ Chí Minh",100.0,,,1.0,5.0,5.0,Have certificate,Other,6.4,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7668548,106.6097136
"Đường Nguyễn Tri Phương, Phường Vườn Lài, TP Hồ Chí Minh",63.0,,,5.0,5.0,6.0,Have certificate,Basic,10.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.765601,106.6677973
"Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, TP Hồ Chí Minh",50.0,,,4.0,3.0,3.0,Have certificate,Full,7.29,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7881084,106.635674
"Đường Trần Xuân Soạn, Phường Tân Hưng, TP Hồ Chí Minh",48.0,,,2.0,3.0,2.0,Have certificate,Full,5.1,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.747078,106.6993185
"Đường Nguyễn Kiệm, Phường Đức Nhuận, TP Hồ Chí Minh",75.0,,,,4.0,,Have certificate,,8.4,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8078497,106.6784641
"Đường Dương Tự Quán, Phường An Lạc, TP Hồ Chí Minh",23.2,,,,2.0,2.0,,,2.75,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7462733,106.6209578
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",100.0,,,2.0,4.0,3.0,Have certificate,,4.9,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8336231,106.7834125
"Tân Thới Nhất, Phường Đông Hưng Thuận, TP Hồ Chí Minh",61.0,,,2.0,2.0,2.0,Have certificate,,3.7,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8373395,106.6117071
"Đường Phạm Hùng, Phường Chánh Hưng, TP Hồ Chí Minh",119.0,,,,3.0,2.0,Have certificate,,12.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7473511,106.6691328
"256, Phường Cầu Kiệu, TP Hồ Chí Minh",16.0,,,2.0,1.0,2.0,Have certificate,Full,2.5,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7995793,106.6854007
"Đường Gò Xoài, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48.0,,,2.0,2.0,2.0,Have certificate,Other,4.83,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.779648,106.6082216
"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",50.0,,,,3.0,3.0,Have certificate,,4.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7989985,106.7123444
"269A, Xã Nhà Bè, TP Hồ Chí Minh",56.0,Bắc,,1.0,2.0,1.0,Shared certificate,Full,2.5,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.6953143,106.7148548
"Đường Phan Văn Hớn, Xã Bà Điểm, TP Hồ Chí Minh",44.0,,,,3.0,2.0,Have certificate,,3.29,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8349018,106.6063559
"Đường Lê Văn Quới, Phường Bình Trị Đông, TP Hồ Chí Minh",76.0,,,,3.0,,,,6.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7762892,106.609207
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, TP Hồ Chí Minh",30.0,,,2.0,2.0,2.0,Have certificate,,2.98,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8529134,106.6359313
"Đường Vĩnh Khánh, Phường Khánh Hội, TP Hồ Chí Minh",35.1,Nam,,3.0,2.0,2.0,Have certificate,Basic,2.62,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7607795,106.6986089
"Đường số 7, Phường Bình Hưng Hòa, TP Hồ Chí Minh",72.0,,,3.0,4.0,3.0,Have certificate,,6.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8038745,106.6018932
"Đường Lê Thị Riêng, Phường Thới An, TP Hồ Chí Minh",85.0,,,,4.0,,Have certificate,,8.79,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8645326,106.6535201
"Đường Lê Lai, Phường Bảy Hiền, TP Hồ Chí Minh",65.1,Tây,,4.0,5.0,4.0,Have certificate,,11.9,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7949311,106.6459269
"Đường Thống Nhất, Phường Gò Vấp, TP Hồ Chí Minh",60.0,Nam,,3.0,3.0,3.0,Have certificate,,10.3,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8345207,106.6643926
"Phan Huy Ích, Phường An Hội Tây, TP Hồ Chí Minh",80.0,,,3.0,2.0,2.0,,,6.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.837183,106.6362137
"Đường Đinh Hòa, Phường Phú Định, TP Hồ Chí Minh",43.3,Đông Bắc,,,3.0,3.0,Have certificate,,4.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7470104,106.6594817
"Đường số 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",29.0,,,2.0,2.0,2.0,Have certificate,Other,3.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8091999,106.605518
"Vườn Lài, Phường Phú Thọ Hòa, TP Hồ Chí Minh",40.0,,,2.0,2.0,2.0,Have certificate,Other,4.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7881602,106.629785
"Đường Phạm Văn Chiêu, Phường An Hội Tây, TP Hồ Chí Minh",60.0,,,5.0,4.0,,Have certificate,Other,8.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8482396,106.6429242
"Đường Số 15, Phường Long Bình, TP Hồ Chí Minh",130.0,,,,6.0,6.0,Have certificate,,6.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8818569,106.8208182
"Hẻm 202 Đường Lý Thường Kiệt, Phường Diên Hồng, TP Hồ Chí Minh",15.0,,,3.0,2.0,3.0,Have certificate,Basic,2.95,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7654391,106.6603602
"Hẻm 58 Phan Chu Trinh, Phường Bình Thạnh, TP Hồ Chí Minh",72.0,Nam,,4.0,9.0,,Have certificate,Basic,5.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8055733,106.7035447
"Đường Thạnh Lộc 19, Phường An Phú Đông, TP Hồ Chí Minh",62.0,Tây Bắc,,3.0,4.0,6.0,Have certificate,Other,6.9,2026,Nhà phố liền kề,Hẻm xe hơi,10.8758544,106.6874808
"Đường Số 5, Phường Bình Hưng Hòa, TP Hồ Chí Minh",85.0,,,4.0,6.0,6.0,Have certificate,Full,8.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8056806,106.6075111
"Đường Nguyễn Duy, Phường Chánh Hưng, TP Hồ Chí Minh",50.0,,,3.0,5.0,3.0,,,6.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7439293,106.6624568
"Đường Phạm Văn Chiêu, Phường Thông Tây Hội, TP Hồ Chí Minh",40.0,,,,1.0,,Have certificate,,4.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8459653,106.642616
"số 4, Phường Linh Xuân, TP Hồ Chí Minh",90.0,,,,2.0,,Have certificate,,7.3,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8711641,106.7651375
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",80.0,,,,2.0,1.0,,,6.25,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8425987,106.6442803
"Đường Thống Nhất, Phường Thông Tây Hội, TP Hồ Chí Minh",27.0,,,2.0,2.0,2.0,Have certificate,Other,3.98,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8346055,106.6643681
"Đường Lê Văn Thọ, Phường Thông Tây Hội, TP Hồ Chí Minh",54.0,,,3.0,4.0,,Have certificate,,7.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8399497,106.6612471
"Đường Điện Biên Phủ, Phường Gia Định, TP Hồ Chí Minh",60.0,,,,5.0,5.0,Have certificate,,10.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7967918,106.7005633
"Đường Ngô Tất Tố, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",32.0,,,,4.0,3.0,Have certificate,,5.95,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7904421,106.7161969
"Đường số 8, Phường Linh Xuân, TP Hồ Chí Minh",104.0,,,2.0,2.0,2.0,Have certificate,Full,9.0,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8790072,106.7754487
"Đường Lê Đức Thọ, Phường An Hội Đông, TP Hồ Chí Minh",62.0,,,,2.0,,Have certificate,,5.2,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8493308,106.6733316
"Hẻm 702 Hồng Bàng, Phường Minh Phụng, TP Hồ Chí Minh",30.0,,,,1.0,,,,2.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.755645,106.6407299
"Đường Nguyễn Trung Trực, Phường Bình Lợi Trung, TP Hồ Chí Minh",52.0,,,,3.0,,Have certificate,,7.7,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8119203,106.6861257
", Phường Phú Thạnh, TP Hồ Chí Minh",76.0,Tây,,3.0,5.0,,Have certificate,,9.2,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7720313,106.626956
"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",55.0,,,,3.0,,Have certificate,,4.8,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7989985,106.7123444
"Đường Kha Vạn Cân, Phường Thủ Đức, TP Hồ Chí Minh",165.0,,,1.0,10.0,,Have certificate,Full,11.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.856262,106.7564858
"Đường Nguyễn Văn Khối, Phường Thông Tây Hội, TP Hồ Chí Minh",20.0,,,2.0,1.0,2.0,Have certificate,Basic,3.05,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8433042,106.6477696
"Đường Lê Văn Quới, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48.0,,,2.0,3.0,2.0,Have certificate,,4.25,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7763813,106.6039663
"Đường Huỳnh Thị Hai, Phường Trung Mỹ Tây, TP Hồ Chí Minh",93.0,,,1.0,2.0,1.0,Have certificate,Basic,4.24,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8691983,106.6218528
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",56.8,,,5.0,4.0,5.0,Have certificate,Other,7.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Đường Tỉnh lộ 10, Phường Tân Tạo, TP Hồ Chí Minh",90.0,,,5.0,6.0,5.0,Have certificate,Full,5.4,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7564109,106.6050324
"Đường số 9, Phường Bình Hưng Hòa, TP Hồ Chí Minh",60.0,,,3.0,3.0,2.0,Have certificate,,5.68,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8002689,106.6003935
"Đường Bình Trị Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",58.0,,,5.0,5.0,5.0,Have certificate,Other,7.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7721336,106.6092523
"Đường Nguyễn Thượng Hiền, Phường Bình Lợi Trung, TP Hồ Chí Minh",50.0,,,,7.0,7.0,Have certificate,,7.3,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8136545,106.6847937
"Đường Huỳnh Khương An, Phường An Nhơn, TP Hồ Chí Minh",32.1,,,2.0,2.0,2.0,,,5.65,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8240058,106.6885818
"Đường Hiền Vương, Phường Phú Thạnh, TP Hồ Chí Minh",64.0,,,2.0,3.0,3.0,Have certificate,Full,6.2,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8469779,106.7759936
"Đường Nguyễn Kiệm, Phường Đức Nhuận, TP Hồ Chí Minh",100.0,,,,2.0,,Have certificate,,11.49,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8078497,106.6784641
"Đường Lâm Văn Bền, Phường Tân Hưng, TP Hồ Chí Minh",73.7,,,2.0,4.0,3.0,Have certificate,Basic,5.6,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7487063,106.7147461
"Đường Mã Lò, Phường Bình Hưng Hòa, TP Hồ Chí Minh",40.0,,,,2.0,,,,4.58,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7820713,106.5993134
"Đường Số 4, Phường Hiệp Bình, TP Hồ Chí Minh",43.0,,,,2.0,,,,4.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8405192,106.7183612
"Đường Phạm Văn Đồng, Phường Hạnh Thông, TP Hồ Chí Minh",45.0,,,1.0,2.0,1.0,Have certificate,Basic,3.65,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8183828,106.6866804
"Đường Bùi Đình Tuý, Phường Bình Thạnh, TP Hồ Chí Minh",97.0,,,,3.0,,Have certificate,,10.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8069448,106.7036813
"Đường Chu Văn An, Phường Bình Thạnh, TP Hồ Chí Minh",43.0,,,,3.0,,Have certificate,,7.6,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8103591,106.7044238
"Đường Trung Mỹ Tây 17, Phường Trung Mỹ Tây, TP Hồ Chí Minh",60.0,,,2.0,3.0,2.0,Have certificate,Basic,2.85,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8522926,106.6278553
"Đường Đinh Bộ Lĩnh, Phường Bình Thạnh, TP Hồ Chí Minh",90.0,,,2.0,5.0,4.0,Have certificate,Basic,7.99,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.808786,106.7085986
"Đường Điện Biên Phủ, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",38.0,,,,3.0,,Have certificate,,7.98,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8020717,106.7129708
"pham van chieu, Phường Thông Tây Hội, TP Hồ Chí Minh",50.0,,,3.0,4.0,3.0,Have certificate,Other,6.57,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8481458,106.6479973
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",46.0,,,2.0,3.0,2.0,Have certificate,Full,4.75,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7611404,106.6063322
"Đường Tân Chánh Hiệp 36, Phường Trung Mỹ Tây, TP Hồ Chí Minh",120.0,,,4.0,6.0,7.0,Have certificate,Full,7.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8589989,106.6299539
"92, Phường Bình Trị Đông, TP Hồ Chí Minh",55.0,Đông,,4.0,6.0,6.0,Have certificate,Other,7.6,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7679017,106.6095921
"Nguyễn thị diệp, Phường Tam Bình, TP Hồ Chí Minh",50.5,,,,2.0,2.0,Have certificate,,4.1,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8867515,106.7239159
"Đường Tân Chánh Hiệp 36, Phường Trung Mỹ Tây, TP Hồ Chí Minh",40.0,,,2.0,2.0,2.0,,,3.1,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8589989,106.6299539
"Đường Thới An 10, Phường Thới An, TP Hồ Chí Minh",30.8,Tây,,1.0,2.0,2.0,Have certificate,Basic,3.65,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8808031,106.6498676
"Đường An Dương Vương, Phường Chợ Quán, TP Hồ Chí Minh",36.0,,,3.0,2.0,2.0,Have certificate,,5.65,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7597088,106.678392
"Đường số 9, Phường Bình Hưng Hòa, TP Hồ Chí Minh",60.0,,,3.0,3.0,,Have certificate,Full,5.7,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8002689,106.6003935
"Đường Huỳnh Tấn Phát, Phường Tân Mỹ, TP Hồ Chí Minh",56.0,,,2.0,3.0,2.0,Have certificate,Full,3.29,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7184652,106.736709
"Đường Kênh Tân Hóa, Phường Tân Phú, TP Hồ Chí Minh",40.0,,,,4.0,,Have certificate,Full,6.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7685353,106.6355783
"Đường Sư Vạn Hạnh, Phường Vườn Lài, TP Hồ Chí Minh",25.0,,,5.0,4.0,3.0,Have certificate,,5.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7627775,106.6726624
"Đường Phan Văn Trị, Phường Hạnh Thông, TP Hồ Chí Minh",24.0,,,,2.0,3.0,Have certificate,Other,4.89,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8283434,106.6853231
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",93.0,,,2.0,4.0,2.0,Have certificate,Full,6.39,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, TP Hồ Chí Minh",54.0,,,2.0,3.0,2.0,Have certificate,,6.3,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.787352,106.6668626
"Đường Nguyễn Tri Phương, Phường Vườn Lài, TP Hồ Chí Minh",19.0,,,3.0,2.0,3.0,Have certificate,Other,4.6,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.765601,106.6677973
"Bình Trưng Tây, Phường Bình Trưng, TP Hồ Chí Minh",75.0,,,4.0,8.0,7.0,Have certificate,,10.7,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.785894,106.7646826
"Đường Nguyễn Súy, Phường Tân Sơn Nhì, TP Hồ Chí Minh",80.0,,,2.0,3.0,2.0,Have certificate,Full,6.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7929582,106.6225122
"Đường Thích Quảng Đức, Phường Đức Nhuận, TP Hồ Chí Minh",28.0,,,3.0,2.0,3.0,Have certificate,,4.85,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8058336,106.6826403
"Hẻm 48/15 Hồ Biểu Chánh, Phường Đức Nhuận, TP Hồ Chí Minh",25.0,,,3.0,3.0,3.0,Have certificate,,6.0,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7925478,106.6748595
"Đường số 2, Phường Thủ Đức, TP Hồ Chí Minh",57.0,,,3.0,4.0,5.0,Have certificate,Full,7.5,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8344728,106.7555825
"Đường Bình Tiên, Phường Bình Tiên, TP Hồ Chí Minh",98.0,,,2.0,3.0,3.0,Have certificate,,7.2,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7458601,106.6429255
"Đường Nguyễn Đình Chiểu, Phường Bàn Cờ, TP Hồ Chí Minh",33.0,,,2.0,2.0,1.0,Have certificate,,7.99,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7717166,106.6836904
"Đường Lý Thái Tổ, Phường Bàn Cờ, TP Hồ Chí Minh",19.0,,,3.0,2.0,1.0,Have certificate,,5.4,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7669784,106.6784211
"Đường Lê Cơ, Phường An Lạc, TP Hồ Chí Minh",100.0,,,5.0,6.0,6.0,Have certificate,,11.0,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7294443,106.6118304
"Đường Nguyễn Văn Cừ, Phường Chợ Quán, TP Hồ Chí Minh",22.0,,,2.0,2.0,1.0,Have certificate,,8.0,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7576548,106.6846491
"Đường Phạm Thế Hiển, Phường Chánh Hưng, TP Hồ Chí Minh",47.0,,,4.0,5.0,5.0,Have certificate,Other,7.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7482259,106.6807476
"Đường Kha Vạn Cân, Phường Hiệp Bình, TP Hồ Chí Minh",43.0,,,2.0,3.0,2.0,Have certificate,Full,2.1,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8264681,106.7123993
"95, Phường Bình Thạnh, TP Hồ Chí Minh",19.0,,,,2.0,2.0,Have certificate,Basic,3.8,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.8111809,106.7033938
"Đường Sư Vạn Hạnh, Phường Vườn Lài, TP Hồ Chí Minh",26.0,,,5.0,4.0,3.0,Have certificate,,5.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7627775,106.6726624
"Đường Bình Đông, Phường Phú Định, TP Hồ Chí Minh",79.0,,,5.0,9.0,7.0,Have certificate,,8.5,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7387409,106.6432166
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",96.0,,,4.0,5.0,5.0,Have certificate,Full,6.3,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7676508,106.6019928
"Đường Lê Văn Khương, Phường Tân Thới Hiệp, TP Hồ Chí Minh",48.0,,,2.0,3.0,2.0,Have certificate,,4.6,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8893533,106.6453781
"Đường số 15, Phường Long Bình, TP Hồ Chí Minh",50.0,,,,2.0,,,,2.1,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8818569,106.8208182
"Đường Hoàng Hoa Thám, Phường Gia Định, TP Hồ Chí Minh",90.0,,,3.0,6.0,4.0,Have certificate,Full,9.89,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8078013,106.6914577
"Đường Phan Văn Trị, Phường Bình Lợi Trung, TP Hồ Chí Minh",43.0,Tây Nam,,3.0,4.0,4.0,Have certificate,Full,7.8,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.8143593,106.6949846
"Đường Lê Quang Định, Phường Bình Thạnh, TP Hồ Chí Minh",161.0,,,2.0,11.0,7.0,Have certificate,Full,7.4,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8063445,106.6967437
"Đường Võ Văn Hát, Phường Long Trường, TP Hồ Chí Minh",200.0,,,1.0,3.0,2.0,Have certificate,Basic,11.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8226869,106.8072834
"Đường Đỗ Xuân Hợp, Phường Phước Long, TP Hồ Chí Minh",100.0,Nam,,2.0,4.0,3.0,Have certificate,Other,7.35,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8140948,106.7770184
"Đường Lê Quang Định, Phường Bình Lợi Trung, TP Hồ Chí Minh",40.0,,,,2.0,,,,5.0,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8148871,106.6894327
"Đường Lê Quang Định, Phường Gia Định, TP Hồ Chí Minh",80.0,Tây,,2.0,3.0,2.0,Have certificate,Basic,8.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.8103528,106.6918693
"Đường Bình Trị Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",50.0,,,,2.0,,Have certificate,,4.95,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.7721336,106.6092523
"Đường Nguyễn Thái Sơn, Phường An Nhơn, TP Hồ Chí Minh",26.0,,,3.0,3.0,3.0,Have certificate,Other,4.5,2026,"Nhà ngõ, hẻm",Hẻm xe hơi,10.8268896,106.6906463
"Đường Số 19, Phường Tân Hưng, TP Hồ Chí Minh",56.0,,,2.0,3.0,3.0,Have certificate,Full,6.18,2026,"Nhà mặt phố, mặt tiền",Hẻm xe hơi,10.7269801,106.690994
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",20.0,,,2.0,2.0,,Have certificate,,2.7,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7611404,106.6063322
"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, TP Hồ Chí Minh",30.0,,,5.0,6.0,,Have certificate,,9.5,2026,"Nhà mặt phố, mặt tiền",Hẻm nhỏ,10.7919688,106.6754756
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",72.0,Đông,,4.0,5.0,4.0,Have certificate,,7.9,2026,"Nhà ngõ, hẻm",Hẻm nhỏ,10.7676508,106.6019928
